source,country,bias,factual_reporting,press_freedom,media_type,popularity,mbfc_credibility_rating,nela_gt_label
apsa.org,usa,pro-science (left-leaning),high,mostly free,organization/foundation,minimal traffic,high credibility,reliable
americanscientist.org,usa,pro-science,very high,mostly free,magazine,medium traffic,high credibility,reliable
archaeology.org,usa,pro-science,high,mostly free,magazine,medium traffic,high credibility,reliable
astronomy.com,usa,pro-science,very high,mostly free,magazine,medium traffic,high credibility,reliable
skeptics.com.au,australia,pro-science,high,mostly free,website,minimal traffic,high credibility,reliable
autisticadvocacy.org,usa,pro-science,very high,mostly free,organization/foundation,minimal traffic,high credibility,reliable
sciencefocus.com,united kingdom,pro-science,high,mostly free,magazine,medium traffic,high credibility,reliable
biomedcentral.com,united kingdom,pro-science,high,mostly free,organization/foundation,medium traffic,high credibility,reliable
biospace.com,usa,pro-science,mixed,mostly free,website,medium traffic,high credibility,mixed
bio.org,usa,pro-science,very high,mostly free,organization/foundation,minimal traffic,high credibility,reliable
carbonbrief.org,united kingdom,left-center,high,mostly free,website,medium traffic,high credibility,reliable
cdc.gov,usa,pro-science,very high,mostly free,organization/foundation,high traffic,high credibility,reliable
climateactiontracker.org,germany,pro-science,very high,mostly free,organization/foundation,medium traffic,high credibility,reliable
climatecentral.org,usa,left-center – pro-science,high,mostly free,website,medium traffic,high credibility,reliable
climatefeedback.org,france,pro-science,very high,mostly free,organization/foundation,medium traffic,high credibility,reliable
climatesciencewatch.org,usa,left-center pro-science,high,mostly free,organization/foundation,medium traffic,high credibility,reliable
cochrane.org,united kingdom,pro-science,very high,mostly free,organization/foundation,high traffic,high credibility,reliable
consumerlab.com,usa,pro-science,high,mostly free,website,medium traffic,high credibility,reliable
contagionlive.com,usa,pro-science,very high,mostly free,journal,medium traffic,high credibility,reliable
cosmosmagazine.com,australia,pro-science,high,mostly free,magazine,medium traffic,high credibility,reliable
covid.gov,usa,pro-science,very high,mostly free,organization/foundation,high traffic,high credibility,reliable
disabilityscoop.com,usa,pro-science,high,mostly free,website,minimal traffic,high credibility,reliable
discovermagazine.com,usa,pro-science,high,mostly free,magazine,medium traffic,high credibility,reliable
drugs.com,new zealand,pro-science,very high,excellent,website,high traffic,high credibility,reliable
earthsky.org,usa,pro-science,high,mostly free,website,medium traffic,high credibility,reliable
britannica.com,usa,least pro-science,high,mostly free,website,high traffic,high credibility,reliable
eurekalert.org,usa,pro-science,very high,mostly free,organization/foundation,medium traffic,high credibility,reliable
everydayhealth.com,usa,pro-science,high,mostly free,website,high traffic,high credibility,reliable
fas.org,usa,pro-science,high,mostly free,organization/foundation,medium traffic,high credibility,reliable
frontiersin.org,switzerland,pro-science,mixed,excellent,journals,high traffic,high credibility,mixed
frontiersin.org,switzerland,pro-science,mixed,excellent,journal,medium traffic,high credibility,mixed
frontiersin.org,switzerland,pro-science,mixed,excellent,journal,minimal traffic,high credibility,mixed
frontiersin.org,switzerland,pro-science,mixed,mostly free,journal,minimal traffic,high credibility,mixed
futurism.com,usa,pro-science,mixed,mostly free,website,medium traffic,high credibility,mixed
genengnews.com,usa,pro-science,high,mostly free,website,medium traffic,high credibility,reliable
geneticliteracyproject.org,usa,pro-science,high,mostly free,organization/foundation,medium traffic,high credibility,reliable
healio.com,usa,pro-science,high,mostly free,website,medium traffic,high credibility,reliable
healthaffairs.org,usa,pro-science,very high,mostly free,organization/foundation,medium traffic,high credibility,reliable
healthline.com,usa,pro-science,mixed,mostly free,website,high traffic,high credibility,mixed
ieee.org,usa,pro-science,very high,mostly free,organization/foundation,high traffic,high credibility,reliable
healthdata.org,usa,pro-science,high,mostly free,organization/foundation,medium traffic,high credibility,reliable
issues.org,usa,pro-science,high,mostly free,journal,minimal traffic,high credibility,reliable
hopkinsmedicine.org,usa,pro-science,very high,mostly free,organization/foundation,high traffic,high credibility,reliable
livescience.com,usa,pro-science,high,mostly free,website,high traffic,high credibility,reliable
mdpi.com,switzerland,pro-science,mixed,excellent,journals,high traffic,medium credibility,mixed
medicalnewstoday.com,united kingdom,pro-science,high,mostly free,website,high traffic,high credibility,reliable
medpagetoday.com,usa,pro-science,very high,mostly free,website,mediumtraffic,high credibility,reliable
mentaldaily.com,usa,pro-science,high,mostly free,website,minimal traffic,high credibility,reliable
nationalgeographic.com,usa,pro-science,high,mostly free,magazine,high traffic,high credibility,reliable
nature.com,united kingdom,pro-science,very high,mostly free,journal,high traffic,high credibility,reliable
newatlas.com,usa,pro-science,high,mostly free,website,high traffic,high credibility,reliable
nejm.org,usa,pro-science,very high,mostly free,journal,high traffic,high credibility,reliable
news-medical.net,australia,pro-science / least biased,mixed,mostly free,website,high traffic,high credibility,mixed
paho.org,usa,pro-science,high,mostly free,organization/foundation,medium traffic,high credibility,reliable
psychcentral.com,usa,pro-science,high,mostly free,website,high traffic,high credibility,reliable
psychologytoday.com,usa,pro-science,high,mostly free,magazine,high traffic,high credibility,reliable
psypost.org,usa,pro-science,high,mostly free,website,medium traffic,high credibility,reliable
nih.gov,usa,pro-science,high,mostly free,website/journal,high traffic,high credibility,reliable
researchgate.net,germany,pro-science,high,mostly free,website,high traffic,high credibility,reliable
resourcewatch.org,usa,pro-science,high,mostly free,organization/foundation,minimal traffic,high credibility,reliable
sciencedirect.com,netherlands,pro-science,high,excellent,website,high traffic,high credibility,reliable
sciencefeedback.co,france,pro-science,very high,mostly free,organization/foundation,minimal traffic,high credibility,reliable
scienceillustrated.com.au,australia,pro-science,high,mostly free,website/magazine,minimal traffic,high credibility,reliable
science.org,usa,pro-science,very high,mostly free,journal,high traffic,high credibility,reliable
sciencealert.com,australia,pro-science,high,mostly free,website,high traffic,high credibility,reliable
scientificamerican.com,usa,left-center,high,mostly free,magazine,high traffic,high credibility,reliable
scitechdaily.com,usa,pro-science,high,mostly free,website,high traffic,medium credibility,reliable
ucsd.edu,usa,pro-science,very high,mostly free,organization/foundation,medium traffic,high credibility,reliable
singularityhub.com,usa,pro-science,high,mostly free,website,medium traffic,high credibility,reliable
aip.org,usa,pro-science,very high,mostly free,organization/foundation,medium traffic,high credibility,reliable
thelancet.com,united kingdom,pro-science,very high,mosty free,journal,high traffic,high credibility,reliable
thelogicofscience.com,usa,least biased,high,mostly free,website,minimal traffic,high credibility,reliable
the-scientist.com,usa,left leaning pro-science,very high,mostly free,magazine,medium traffic,high credibility,reliable
skepdic.com,usa,pro-science,very high,mostly free,website,minimal traffic,high credibility,reliable
blogspot.com,usa,pro-science,high,mostly free,website,minimal traffic,high credibility,reliable
unep.org,kenya,pro-science,high,limited freedom,organization/foundation,medium traffic,high credibility,reliable
universetoday.com,canada,pro-science,high,mostly free,website,medium traffic,high credibility,reliable
ornl.gov,usa,pro-science,high,mostly free,website,medium traffic,high credibility,reliable
vaxopedia.org,usa,pro-science,high,mostly free,website,minimal traffic,high credibility,reliable
verywellhealth.com,usa,pro-science,high,mostly free,website,high traffic,high credibility,reliable
verywellfamily.com,usa,pro-science,high,mostly free,website,high traffic,high credibility,reliable
verywellfit.com,usa,pro-science,high,mostly free,website,high traffic,high credibility,reliable
webmd.com,usa,pro-science,high,mostly free,website,high traffic,high credibility,reliable
who.int,switzerland,pro-science,high,mostly free,organization/foundation,high traffic,high credibility,reliable
wmo.int,switzerland,pro-science,very high,mostly free,organization/foundation,medium traffic,high credibility,reliable
zmescience.com,romania,pro-science,high,moderate freedom,website,medium traffic,high credibility,reliable
courier-tribune.com,usa (44/180 press freedom),least biased,high,,website,minimal traffic,high credibility,reliable
burnettcountysentinel.com,usa,,mixed,usa 48/180,,,,mixed
cpac.ca,canada (14/180 press freedom),least biased,high,,tv station,minimal traffic,high credibility,reliable
law.com,usa (44/180 press freedom),least biased,high,,website,medium traffic,high credibility,reliable
daily-journal.com,usa,,high,usa 48/180,,,,reliable
federaltimes.com,usa (44/180 press freedom),least biased,high,,website/magazine,minimal traffic,high credibility,reliable
healthcarefinancenews.com,usa (44/180 press freedom),least biased,high,,website,minimal traffic,high credibility,reliable
icij.org,usa,,very high,usa 45/180,,,,reliable
iea.org,france (34/180 press freedom),least biased,high,,organization/foundation,medium traffic,high credibility,reliable
cambridge.org,united kingdom,,very high,uk 35/180,,,,reliable
rescue.org,usa,,high,usa 45/180,,,,reliable
ire.org,usa,,very high,usa 45/180,,,,reliable
jacksonsun.com,usa,,high,usa 45/180 (2020),,,,reliable
janes.com,united kingdom,,high,uk 35/180,,,,reliable
jta.org,usa,,high,usa 45/180 (2020),,,,reliable
journalgazette.net,usa,,high,usa 45/180,,,,reliable
justicedenied.org,usa,,high,usa 45/180,,,,reliable
knowyourmeme.com,usa (44/180 press freedom),least biased,high,,website,high traffic,high credibility,reliable
knowherenews.com,usa,,high,usa 45/180,,,,reliable
knoxnews.com,,,high,usa 45/180,,,,reliable
alaskasnewssource.com,usa (44/180 press freedom),least biased,high,,tv station,medium traffic,high credibility,reliable
lansingstatejournal.com,usa,,high,usa 45/180,,,,reliable
lcsun-news.com,usa,,high,usa 45/180,,,,reliable
lawfareblog.com,usa,,very high,usa 45/180,,,,reliable
leadstories.com,usa (44/180 press freedom),least biased,very high,,website,medium traffic,high credibility,reliable
journalstar.com,usa,,high,usa 45/180,,,,reliable
news-journal.com,usa,,high,usa 45/180,,,,reliable
makeuseof.com,usa,,high,usa 45/180,,,,reliable
memeorandum.com,usa (44/180 press freedom),least biased,mixed,,website,medium traffic,medium credibility,mixed
mentalfloss.com,usa,,high,usa 45/180,,,,reliable
merionwest.com,usa,,high,usa 45/180,,,,reliable
metrowestdailynews.com,usa,,high,usa 45/180,,,,reliable
military.com,usa (44/180 press freedom),least biased,high,,website,high traffic,high credibility,reliable
militarytimes.com,usa (45/180 press freedom),least biased,high,,newspaper,high traffic,high credibility,reliable
missoulian.com,usa,,high,usa 45/180,,,,reliable
mtstandard.com,usa,,high,usa 45/180,,,,reliable
napavalleyregister.com,usa,,high,usa 45/180,,,,reliable
nber.org,usa (45/180 press freedom),least biased,high,,organization/foundation,medium traffic,high credibility,reliable
ncsl.org,usa,,high,usa 45/180,,,,reliable
followthemoney.org,usa (44/180 press freedom),least biased,high,,organization/foundation,medium traffic,high credibility,reliable
nationaljournal.com,usa,,high,usa 45/180,,,,reliable
nationmaster.com,australia (25/180 press freedom),least biased,high,,website,medium traffic,high credibility,reliable
newbernsj.com,usa,,high,usa 45/180,,,,reliable
necn.com,usa (44/180 press freedom),least biased,high,,tv station,medium traffic,high credibility,reliable
nzherald.co.nz,new zealand,,high,new zealand 9/180,,,,reliable
kfor.com,usa,,high,usa 45/180,,,,reliable
newsfactsnetwork.com,usa,,very high,usa 45/180,,,,reliable
newslookup.com,usa (44/180 press freedom),least biased,mixed,,website,minimal traffic,medium credibility,mixed
newsela.com,usa,,high,usa 45/180,,,,reliable
yournewsnet.com,usa,,high,usa 45/180,,,,reliable
newsnow.co.uk,united kingdom,,mixed,uk 35/180,,,,mixed
nst.com.my,malaysia,,mixed,malaysia 101/180,,,,mixed
newzjunky.com,usa,,mixed,usa 45/180,,,,mixed
nextgov.com,usa,,high,usa 45/180,,,,reliable
nolabels.org,usa (44/180 press freedom),least biased,high,,organization/foundation,minimal traffic,high credibility,reliable
noozhawk.com,usa (44/180 press freedom),least biased,high,,website,medium traffic,high credibility,reliable
norfolkdailynews.com,usa,,high,usa 45/180,,,,reliable
oyez.org,usa,,very high,usa 45/180,,,,reliable
guampdn.com,guam,,high,usa territory 45/180,,,,reliable
patch.com,usa (44/180 press freedom),least biased,high,,website,high traffic,high credibility,reliable
patheos.com,usa (44/180 press freedom),least biased,mixed,,website,medium traffic,medium credibility,mixed
pnj.com,usa,,high,usa 45/180,,,,reliable
pgpf.org,usa,,high,usa 45/180,,,,reliable
piie.com,usa (44/180 press freedom),least biased,high,,organization/foundation,medium traffic,high credibility,reliable
placesjournal.org,usa (45/180 press freedom),least biased,high,,organization/foundation,minimal traffic,high credibility,reliable
poconorecord.com,usa,,high,usa 45/180,,,,reliable
politicalwire.com,usa,,high,usa 45/180,,,,reliable
polygraph.info,usa,,high,usa 45/180,,,,reliable
poynter.org,usa (45/180 press freedom),least biased,high,,organization/foundation,medium traffic,high credibility,reliable
prnewswire.com,usa (44/180 press freedom),least biased,high,,news agency,high traffic,high credibility,reliable
procon.org,usa (44/180 press freedom),least biased,high,,organization/foundation,medium traffic,high credibility,reliable
publicpolicypolling.com,usa,,high,usa 45/180,,,,reliable
prri.org,usa,,very high,usa 45/180,,,,reliable
qctimes.com,usa,,high,usa 45/180,,,,reliable
rapidcityjournal.com,usa,,high,usa 45/180,,,,reliable
rare.us,usa,,mixed,usa 45/180,,,,mixed
recode.net,usa,,high,usa 45/180,,,,reliable
rsf.org,france (34/180 press freedom),least biased,high,,organization/foundation,medium traffic,high credibility,reliable
reporterslab.org,usa (45/180 press freedom),least biased,very high,,website,minimal traffic,high credibility,reliable
riverbender.com,usa (45/180 press freedom),least biased,high,,website,medium traffic,high credibility,reliable
rollcall.com,usa (44/180 press freedom),least biased,very high,,newspaper,medium traffic,high credibility,reliable
sandiegouniontribune.com,usa,,high,usa 45/180,,,,reliable
sanmarcosrecord.com,usa,,high,usa 45/180,,,,reliable
santamariatimes.com,usa,,high,usa 45/180,,,,reliable
heraldtribune.com,usa,,high,usa 45/180,,,,reliable
sayfiereview.com,usa (44/180 press freedom),least biased,high,,website,minimal traffic,high credibility,reliable
sciencedebate.org,usa,,very high,usa 45/180,,,,reliable
scoopnest.com,france,,mixed,france 29/180,,,,mixed
scotusblog.com,usa (45/180 press freedom),least biased,high,,organization/foundation,medium traffic,high credibility,reliable
shreveporttimes.com,usa,,high,usa 45/180,,,,reliable
siouxcityjournal.com,usa (44/180 press freedom),left-center,high,,newspaper,medium traffic,high credibility,reliable
smartnews.com,japan (67/180 press freedom),least biased,mixed,,website,high traffic,medium credibility,mixed
southbendtribune.com,usa (44/180 press freedom),least biased,high,,newspaper,medium traffic,high credibility,reliable
sun-sentinel.com,usa (44/180 press freedom),least biased,high,,newspaper,high traffic,high credibility,reliable
swtimes.com,usa (44/180 press freedom),least biased,high,,website,medium traffic,high credibility,reliable
sctimes.com,usa,,high,usa 45/180,,,,reliable
stripes.com,usa (44/180 press freedom),least biased,high,,newspaper,medium traffic,high credibility,reliable
silive.com,usa,,high,usa 45/180,,,,reliable
statesmanjournal.com,usa (44/180 press freedom),least biased,high,,newspaper,medium traffic,high credibility,reliable
stimson.org,usa,,high,usa 45/180,,,,reliable
stratfor.com,usa,,high,usa 45/180,,,,reliable
taipeitimes.com,taiwan,,high,taiwan 43/180,,,,reliable
telegram.com,usa,,high,usa 45/180,,,,reliable
texasstandard.org,usa (44/180 press freedom),least biased,high,,radio station,medium traffic,high credibility,reliable
thatsnonsense.com,united kingdom,,high,uk 35/180,,,,reliable
auburnpub.com,usa,,high,usa 45/180,,,,reliable
newsoptimist.ca,canada,,high,canada 16/180,,,,reliable
thecipherbrief.com,usa (44/180 press freedom),least biased,high,,website,minimal traffic,high credibility,reliable
theconversation.com,australia (26/180 press freedom),least biased,very high,,website,high traffic,high credibility,reliable
dailygazette.com,usa,,high,usa 45/180,,,,reliable
dailynorthwestern.com,usa,,high,usa 45/180,,,,reliable
defconwarningsystem.com,usa (44/180 press freedom),least biased,high,,website,minimal traffic,high credibility,reliable
heraldnews.com,usa,,high,usa 45/180,,,,reliable
herald-dispatch.com,usa,,high,usa 45/180,,,,reliable
heraldsun.com,usa,,high,usa 45/180,,,,reliable
jamestown.org,,,high,usa 45/180 (2020),,,,reliable
journalstandard.com,usa,,high,usa 45/180,,,,reliable
macon.com,usa,,high,usa 45/180,,,,reliable
themarshallproject.org,usa,,high,usa 45/180,,,,reliable
memepoliceman.com,usa (44/180 press freedom),least biased,mixed,,website,minimal traffic,high credibility,mixed
modbee.com,usa,,high,usa 45/180,,,,reliable
thenevadaindependent.com,usa,,high,usa 45/180,,,,reliable
thenews.mx,mexico,,high,mexico 143/180,,,,reliable
newslit.org,usa (44/180 press freedom),least biased,high,,organization/foundation,minimal traffic,high credibility,reliable
waff.com,usa (44/180 press freedom),least biased,high,,tv station,medium traffic,high credibility,reliable
wcjb.com,usa (44/180 press freedom),least biased,high,,tv station,medium traffic,high credibility,reliable
americablog.com,usa,left,high,,website,minimal traffic,high credibility,reliable
electronicintifada.net,usa,,mixed,usa 45/180,,,,mixed
elle.com,usa,,mixed,usa 45/180,,,,mixed
foreignpolicyjournal.com,usa,,mixed,usa 48/180,,,,mixed
globalvoices.org,usa,,high,usa 48/180,,,,reliable
intrepidreport.com,usa,,mixed,usa 45/180,,,,mixed
iowastartingline.com,usa,,high,usa 45/180 (2020),,,,reliable
itsgoingdown.org,usa,,mixed,usa 45/180 (2020),,,,mixed
joebiden.com,usa (44/180 press freedom),left,mixed,,website,medium traffic,high credibility,mixed
latest.com,usa,,mixed,usa 45/180,,,,mixed
lavendermagazine.com,usa,,high,usa 45/180,,,,reliable
leftfootforward.org,united kingdom (44/180 press freedom),left-center,mixed,,website,minimal traffic,medium credibility,mixed
leftvoice.org,usa (44/180 press freedom),left,mixed,,website,minimal traffic,medium credibility,mixed
lgbtqnation.com,usa,,mixed,usa 45/180,,,,mixed
libcom.org,usa (44/180 press freedom),far left,mixed,,website,medium traffic,medium credibility,mixed
liberalamerica.org,usa,,mixed,usa 45/180,,,,mixed
liberationnews.org,usa (44/180 press freedom),left,mixed,,website,minimal traffic,medium credibility,mixed
littlegreenfootballs.com,usa,,high,usa 45/180,,,,reliable
mainebeacon.com,usa (44/180 press freedom),left,high,,organization/foundation,minimal traffic,high credibility,reliable
mashable.com,usa,,mixed,usa 45/180,,,,mixed
merryjane.com,usa (45/180 press freedom),left,mixed,,website,medium traffic,medium credibility,mixed
miaminewtimes.com,usa (45/180 press freedom),left-center,high,,newspaper,minimal traffic,high credibility,reliable
middleeastmonitor.com,united kingdom,,mixed,uk 33/180,,,,mixed
muncievoice.com,usa (44/180 press freedom),left,mixed,,website,minimal traffic,medium credibility,mixed
modernliberals.com,usa,,mixed,usa 45/180,,,,mixed
monthlyreview.org,usa,,high,usa 45/180,,,,reliable
msmagazine.com,usa (44/180 press freedom),left,high,,magazine,medium traffic,high credibility,reliable
nationofchange.org,usa,,mixed,usa 45/180,,,,mixed
naacp.org,usa,,high,usa 45/180,,,,reliable
nrdc.org,usa (44/180 press freedom),left,mixed,,organization/foundation,medium traffic,high credibility,mixed
newint.org,united kingdom,,high,uk 35/180,,,,reliable
newpol.org,usa,,mixed,usa 45/180,,,,mixed
newstatesman.com,united kingdom (33/180 press freedom),left-center,high,,magazine,medium traffic,high credibility,reliable
amsterdamnews.com,usa,,high,usa 45/180,,,,reliable
newscorpse.com,usa,,mixed,usa 45/180,,,,mixed
newshounds.us,usa,,mixed,usa 45/180,,,,mixed
newsone.com,usa (44/180 press freedom),left,mixed,,website,medium traffic,high credibility,mixed
north99.org,canada,,mixed,canada 16/180,,,,mixed
occupy.com,usa,,high,usa 45/180,,,,reliable
onegreenplanet.org,usa,,mixed,usa 45/180,,,,mixed
opednews.com,usa (45/180 press freedom),left,mixed,,website,minimal traffic,medium credibility,mixed
pastemagazine.com,usa,,high,usa 45/180,,,,reliable
peacock-panache.com,usa,,mixed,usa 45/180,,,,mixed
pfaw.org,usa (44/180 press freedom),left,mixed,,organization/foundation,minimal traffic,medium credibility,mixed
people.com,usa (44/180 press freedom),left,high,,magazine,high traffic,high credibility,reliable
pinknews.co.uk,united kingdom,,high,uk 35/180,,,,reliable
politicaldig.com,usa,,mixed,usa 45/180,,,,mixed
politizoom.com,usa,,mixed,usa 45/180,,,,mixed
pressprogress.ca,canada,,high,canada 16/180,,,,reliable
projectcensored.org,usa (44/180 press freedom),left,high,,organization/foundation,minimal traffic,high credibility,reliable
queerty.com,usa (44/180 press freedom),left,high,,website,medium traffic,high credibility,reliable
rabble.ca,canada,,high,canada 16/180,,,,reliable
rantt.com,usa,,high,usa 45/180,,,,reliable
rsn.org,usa (44/180 press freedom),left,mixed,,website,minimal traffic,low credibility,mixed
readingthepictures.org,usa (44/180 press freedom),left,mixed,,organization/foundation,minimal traffic,medium credibility,mixed
redpepper.org.uk,united kingdom,,high,uk 35/180,,,,reliable
refinery29.com,usa (45/180 press freedom),left,mixed,,website,high traffic,high credibility,mixed
republicreport.org,usa,,high,usa 45/180,,,,reliable
resilience.org,usa,,mixed,usa 45/180,,,,mixed
revcom.us,usa,,mixed,usa 45/180,,,,mixed
rewirenewsgroup.com,usa,,high,usa 45/180,,,,reliable
rightwingwatch.org,usa (44/180 press freedom),left,high,,organization/foundation,medium traffic,high credibility,reliable
trofire.com,usa (44/180 press freedom),left,mixed,,radio station/website,minimal traffic,medium credibility,mixed
scarymommy.com,usa (45/180 press freedom),left,mixed,,website,medium traffic,medium credibility,mixed
secondnexus.com,usa,,mixed,usa 45/180,,,,mixed
seventeen.com,usa,,high,usa 45/180,,,,reliable
shadowproof.com,usa (44/180 press freedom),left,high,,website,minimal traffic,high credibility,reliable
shareblue.com,usa,,mixed,usa 45/180,,,,mixed
smirkingchimp.com,usa (44/180 press freedom),left,mixed,,website,medium traffic,medium credibility,mixed
socialistworker.org,usa,,high,usa 45/180,,,,reliable
sourcepolitics.com,usa,,mixed,usa 45/180,,,,mixed
sourcewatch.org,usa,,high,usa 45/180,,,,reliable
splinternews.com,usa,,mixed,usa 45/180,,,,mixed
stpete4peace.org,usa (45/180 press freedom),left,mixed,,website,minimal traffic,medium credibility,mixed
teenvogue.com,usa,,mixed,usa 45/180,,,,mixed
advocate.com,usa (44/180 press freedom),left,high,,magazine,medium traffic,high credibility,reliable
austinchronicle.com,usa,,high,usa 45/180,,,,reliable
thebaffler.com,usa (44/180 press freedom),left,high,,magazine,medium traffic,high credibility,reliable
theblueroute.org,usa,,mixed,usa 45/180,,,,mixed
theburningspear.com,usa (44/180 press freedom),left,high,,newspaper,medium traffic,high credibility,reliable
thecanary.co,united kingdom,,mixed,uk 35/180,,,,mixed
climaterealityproject.org,usa (45/180 press freedom),left,mixed,,organization/foundation,medium traffic,high credibility,mixed
daily49er.com,usa,,high,usa 48/180,,,,reliable
thedailybanter.com,usa,,mixed,usa 45/180,,,,mixed
the-daily.buzz,usa,,mixed,usa 45/180,,,,mixed
thedailyvox.co.za,south africa,,high,south africa 31/180,,,,reliable
thedodo.com,usa,,mixed,usa 45/180,,,,mixed
dworkinreport.com,usa (45/180 press freedom),left,mixed,,website,minimal traffic,medium credibility,mixed
thefloridasqueeze.com,usa (44/180 press freedom),left,mixed,,website,minimal traffic,medium credibility,mixed
theimproper.com,usa,,high,usa 45/180,,,,reliable
indypendent.org,usa,,high,usa 45/180,,,,reliable
thelondoneconomic.com,united kingdom,,mixed,united kingdom 35/180,,,,mixed
themarysue.com,usa,,mixed,usa 45/180,,,,mixed
themonthly.com.au,australia,,high,australia 26/180,,,,reliable
morningstaronline.co.uk,united kingdom,,mixed,uk 35/180,,,,mixed
nationalmemo.com,usa,,mixed,usa 45/180,,,,mixed
thenewcivilrightsmovement.com,usa,,mixed,usa 45/180,,,,mixed
whitehouse.gov,usa,,mixed,usa 45/180,,,,mixed
americanpublicmedia.org,usa (44/180 press freedom),left-center,high,,organization/foundation,minimal traffic,high credibility,reliable
clarionledger.com,usa,,high,usa 45/180,,,,reliable
cleantechnica.com,usa (45/180 press freedom),left-center,high,,website,medium traffic,high credibility,reliable
emptywheel.net,usa (44/180 press freedom),left-center,high,,website,medium traffic,high credibility,reliable
insideclimatenews.org,usa,,high,usa 45/180,,,,reliable
icrw.org,usa,,high,usa 45/180,,,,reliable
crisisgroup.org,belgium,,very high,belgium 12/180,,,,reliable
ipolitics.ca,canada,,high,canada 16/180,,,,reliable
thenewhumanitarian.org,switzerland,,high,switzerland 6/180,,,,reliable
jacksonfreepress.com,usa,,high,usa 45/180 (2020),,,,reliable
japantoday.com,japan,,high,japan 66/180,,,,reliable
jihadica.com,usa,,high,usa 45/180 (2020),,,,reliable
jointcenter.org,usa,,high,usa 45/180,,,,reliable
helvidius.org,usa,,very high,usa 45/180,,,,reliable
jstor.org,usa,,high,usa 45/180,,,,reliable
justsecurity.org,usa (45/180 press freedom),left-center,high,,organization/foundation,medium traffic,high credibility,reliable
kansascity.com,usa,,high,usa 45/180,,,,reliable
knightfoundation.org,usa,,high,usa 45/180,,,,reliable
koco.com,usa (44/180 press freedom),left-center,high,,tv station,medium traffic,high credibility,reliable
kotaku.com,usa,,high,usa 45/180,,,,reliable
kurdistan24.net,usa (44/180 press freedom),left-center,mixed,,website,medium traffic,medium credibility,mixed
lasvegassun.com,usa,,high,usa 45/180,,,,reliable
latintimes.com,usa (44/180 press freedom),left-center,high,,website,medium traffic,high credibility,reliable
lethbridgeherald.com,,,high,canada 16/180,,,,reliable
kentucky.com,usa (45/180 press freedom),left-center,high,,newspaper,medium traffic,high credibility,reliable
lifehacker.com,usa (44/180 press freedom),left-center,mixed,,website,high traffic,high credibility,mixed
mainichi.jp,japan,,high,japan 66/180,,,,reliable
maplight.org,usa,,high,usa 45/180,,,,reliable
mcclatchydc.com,usa,,high,usa 45/180,,,,reliable
mediafiledc.com,usa (44/180 press freedom),left-center,high,,newspaper,minimal traffic,high credibility,reliable
metro.us,usa (45/180 press freedom),left-center,high,,newspaper,minimal traffic,high credibility,reliable
mexiconewsdaily.com,mexico,,high,mexico 143/180,,,,reliable
mic.com,usa,,mixed,usa 45/180,,,,mixed
migrationpolicy.org,usa,,high,usa 45/180,,,,reliable
jsonline.com,usa (44/180 press freedom),left-center,high,,newspaper,medium traffic,high credibility,reliable
startribune.com,usa (44/180 press freedom),left-center,high,,newspaper,high traffic,high credibility,reliable
mprnews.org,usa,,high,usa 45/180,,,,reliable
minnpost.com,usa,,high,usa 45/180,,,,reliable
mothership.sg,singapore,,mixed,singapore 151/180,,,,mixed
nakedcapitalism.com,usa,,high,usa 45/180,,,,reliable
transequality.org,usa,,high,usa 45/180,,,,reliable
natmonitor.com,usa (44/180 press freedom),left-center,high,,website,minimal traffic,high credibility,reliable
resourcegovernance.org,usa,,high,usa 45/180,,,,reliable
nature.org,usa,,high,usa 45/180,,,,reliable
neweurope.eu,belgium,,high,belgium 12/180,,,,reliable
newleftreview.org,united kingdom,,high,uk 35/180,,,,reliable
newmatilda.com,australia,,high,australia 26/180,,,,reliable
newmoderate.com,usa,,mixed,usa 45/180,,,,mixed
newsandguts.com,usa (44/180 press freedom),left-center,mixed,,website,medium traffic,high credibility,mixed
newsday.com,usa,,high,usa 45/180,,,,reliable
nhk.or.jp,japan,,high,japan 66/180,,,,reliable
niskanencenter.org,usa (44/180 press freedom),left-center,high,,organization/foundation,mediumtraffic,high credibility,reliable
opendemocracy.net,united kingdom,,high,uk 35/180,,,,reliable
openthegovernment.org,usa (45/180 press freedom),left-center,mixed,,organization/foundation,minimal traffic,medium credibility,mixed
orlandosentinel.com,usa,,high,usa 48/180,,,,reliable
outsidethebeltway.com,usa (44/180 press freedom),left-center,high,,website,minimal traffic,high credibility,reliable
ozy.com,usa (44/180 press freedom),left-center,high,,website,medium traffic,high credibility,reliable
psmag.com,usa,,high,usa 45/180,,,,reliable
phillytrib.com,usa,,high,usa 45/180,,,,reliable
inquirer.net,philippines,,mixed,philippines 136/180,,,,mixed
phoenixnewtimes.com,usa,,high,usa 45/180,,,,reliable
politicalcritique.org,poland,,high,poland 63/180,,,,reliable
politicsthatwork.com,usa,,mixed,usa 45/180,,,,mixed
pressherald.com,usa,,high,usa 45/180,,,,reliable
pamplinmedia.com,usa,,high,usa 45/180,,,,reliable
positive.news,united kingdom (33/180 press freedom),left-center,high,,magazine,minimal traffic,high credibility,reliable
theworld.org,usa,,very high,usa 45/180,,,,reliable
private-eye.co.uk,united kingdom,,mixed,uk 35/180,,,,mixed
prospectmagazine.co.uk,united kingdom,,high,uk 35/180,,,,reliable
